condition,task_id,category,difficulty,workflow,trial_index,latency_ms,correct,confidence,coverage_pct,repair_iterations,cache_status,http_status,error_type,timestamp
A4_no_heuristic,business_days_between,Date Time and Calendar,Medium,run,2,524.84,True,,,0,,200,,2026-07-25T14:14:34.950996+00:00
A4_no_heuristic,business_days_between,Date Time and Calendar,Medium,run,3,479.68,True,,,0,,200,,2026-07-25T14:14:38.433142+00:00
A4_no_heuristic,count_lines,File and IO Utilities,Easy,run,0,575.4,True,,,0,,200,,2026-07-25T14:14:42.015730+00:00
A4_no_heuristic,count_lines,File and IO Utilities,Easy,run,1,477.87,True,,,0,,200,,2026-07-25T14:14:45.498895+00:00
A4_no_heuristic,count_lines,File and IO Utilities,Easy,run,2,508.64,True,,,0,,200,,2026-07-25T14:14:49.013660+00:00
A4_no_heuristic,count_lines,File and IO Utilities,Easy,run,3,547.27,True,,,0,,200,,2026-07-25T14:14:52.564163+00:00
A4_no_heuristic,flatten_dict,File and IO Utilities,Medium,run,0,577.6,True,,,0,,200,,2026-07-25T14:14:56.147702+00:00
A4_no_heuristic,flatten_dict,File and IO Utilities,Medium,run,1,477.22,True,,,0,,200,,2026-07-25T14:14:59.629369+00:00
A4_no_heuristic,flatten_dict,File and IO Utilities,Medium,run,2,477.09,True,,,0,,200,,2026-07-25T14:15:03.111624+00:00
A4_no_heuristic,flatten_dict,File and IO Utilities,Medium,run,3,579.54,True,,,0,,200,,2026-07-25T14:15:06.695733+00:00
A4_no_heuristic,merge_dicts,File and IO Utilities,Easy,run,0,475.22,True,,,0,,200,,2026-07-25T14:15:10.176600+00:00
A4_no_heuristic,merge_dicts,File and IO Utilities,Easy,run,1,533.1,True,,,0,,200,,2026-07-25T14:15:13.716171+00:00
A4_no_heuristic,merge_dicts,File and IO Utilities,Easy,run,2,457.75,True,,,0,,200,,2026-07-25T14:15:17.177496+00:00
A4_no_heuristic,merge_dicts,File and IO Utilities,Easy,run,3,544.47,True,,,0,,200,,2026-07-25T14:15:20.727925+00:00
A4_no_heuristic,hex_to_rgb,Encoding and Hashing,Easy,run,0,439.4,True,,,0,,200,,2026-07-25T14:15:24.172181+00:00
A4_no_heuristic,hex_to_rgb,Encoding and Hashing,Easy,run,1,610.69,True,,,0,,200,,2026-07-25T14:15:27.789377+00:00
A4_no_heuristic,hex_to_rgb,Encoding and Hashing,Easy,run,2,543.53,True,,,0,,200,,2026-07-25T14:15:31.336363+00:00
A4_no_heuristic,hex_to_rgb,Encoding and Hashing,Easy,run,3,616.53,True,,,0,,200,,2026-07-25T14:15:34.956421+00:00
A4_no_heuristic,md5_hex,Encoding and Hashing,Easy,run,0,581.23,True,,,0,,200,,2026-07-25T14:15:38.540796+00:00
A4_no_heuristic,md5_hex,Encoding and Hashing,Easy,run,1,474.24,True,,,0,,200,,2026-07-25T14:15:42.019514+00:00
A4_no_heuristic,md5_hex,Encoding and Hashing,Easy,run,2,584.8,True,,,0,,200,,2026-07-25T14:15:45.608123+00:00
A4_no_heuristic,md5_hex,Encoding and Hashing,Easy,run,3,507.54,True,,,0,,200,,2026-07-25T14:15:49.118645+00:00
A4_no_heuristic,encode_base64,Encoding and Hashing,Medium,run,0,549.34,True,,,0,,200,,2026-07-25T14:15:52.672790+00:00
A4_no_heuristic,encode_base64,Encoding and Hashing,Medium,run,1,576.88,True,,,0,,200,,2026-07-25T14:15:56.256213+00:00
A4_no_heuristic,encode_base64,Encoding and Hashing,Medium,run,2,477.21,True,,,0,,200,,2026-07-25T14:15:59.738097+00:00
A4_no_heuristic,encode_base64,Encoding and Hashing,Medium,run,3,478.77,True,,,0,,200,,2026-07-25T14:16:03.219382+00:00
A4_no_heuristic,compute_gst,India Specific Utilities,Easy,run,0,440.4,False,,,0,,200,edge_case_miss,2026-07-25T14:16:06.666502+00:00
A4_no_heuristic,compute_gst,India Specific Utilities,Easy,run,1,617.15,False,,,0,,200,edge_case_miss,2026-07-25T14:16:10.285344+00:00
A4_no_heuristic,compute_gst,India Specific Utilities,Easy,run,2,521.69,False,,,0,,200,edge_case_miss,2026-07-25T14:16:13.811839+00:00
A4_no_heuristic,compute_gst,India Specific Utilities,Easy,run,3,532.49,False,,,0,,200,edge_case_miss,2026-07-25T14:16:17.350528+00:00
A4_no_heuristic,validate_pan,India Specific Utilities,Medium,run,0,554.98,True,,,0,,200,,2026-07-25T14:16:20.909609+00:00
A4_no_heuristic,validate_pan,India Specific Utilities,Medium,run,1,500.43,True,,,0,,200,,2026-07-25T14:16:24.416771+00:00
A4_no_heuristic,validate_pan,India Specific Utilities,Medium,run,2,581.48,True,,,0,,200,,2026-07-25T14:16:28.000643+00:00
A4_no_heuristic,validate_pan,India Specific Utilities,Medium,run,3,579.06,True,,,0,,200,,2026-07-25T14:16:31.584577+00:00
A4_no_heuristic,format_indian_number,India Specific Utilities,Medium,run,0,524.18,False,,,0,,200,edge_case_miss,2026-07-25T14:16:35.112364+00:00
A4_no_heuristic,format_indian_number,India Specific Utilities,Medium,run,1,432.88,False,,,0,,200,edge_case_miss,2026-07-25T14:16:38.547916+00:00
A4_no_heuristic,format_indian_number,India Specific Utilities,Medium,run,2,477.03,False,,,0,,200,edge_case_miss,2026-07-25T14:16:42.029615+00:00
A4_no_heuristic,format_indian_number,India Specific Utilities,Medium,run,3,580.67,False,,,0,,200,edge_case_miss,2026-07-25T14:16:45.611864+00:00
A4_no_heuristic,safe_divide,Adversarial and Edge Case,Hard,run,0,476.45,True,,,0,,200,,2026-07-25T14:16:49.094996+00:00
A4_no_heuristic,safe_divide,Adversarial and Edge Case,Hard,run,1,577.88,True,,,0,,200,,2026-07-25T14:16:52.679129+00:00
A4_no_heuristic,safe_divide,Adversarial and Edge Case,Hard,run,2,578.11,True,,,0,,200,,2026-07-25T14:16:56.262541+00:00
A4_no_heuristic,safe_divide,Adversarial and Edge Case,Hard,run,3,475.63,True,,,0,,200,,2026-07-25T14:16:59.744712+00:00
A4_no_heuristic,merge_intervals,Adversarial and Edge Case,Hard,run,0,578.67,True,,,0,,200,,2026-07-25T14:17:03.330184+00:00
A4_no_heuristic,merge_intervals,Adversarial and Edge Case,Hard,run,1,580.51,True,,,0,,200,,2026-07-25T14:17:06.912785+00:00
A4_no_heuristic,merge_intervals,Adversarial and Edge Case,Hard,run,2,678.05,True,,,0,,200,,2026-07-25T14:17:10.594797+00:00
A4_no_heuristic,merge_intervals,Adversarial and Edge Case,Hard,run,3,468.18,True,,,0,,200,,2026-07-25T14:17:14.066837+00:00
