condition,task_id,category,difficulty,workflow,trial_index,latency_ms,correct,confidence,coverage_pct,repair_iterations,cache_status,http_status,error_type,timestamp
A5_rest,is_prime,Numerical and Mathematical,Easy,run,16,525.11,True,,,0,,200,,2026-07-25T10:37:04.668177+00:00
A5_rest,is_prime,Numerical and Mathematical,Easy,run,17,576.98,True,,,0,,200,,2026-07-25T10:37:06.247756+00:00
A5_rest,is_prime,Numerical and Mathematical,Easy,run,18,716.18,True,,,0,,200,,2026-07-25T10:37:07.965983+00:00
A5_rest,is_prime,Numerical and Mathematical,Easy,run,19,531.79,True,,,0,,200,,2026-07-25T10:37:09.502388+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,0,355.54,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:10.858432+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,1,590.55,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:12.451161+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,2,369.86,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:13.822810+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,3,358.91,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:15.182373+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,4,440.87,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:16.627121+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,5,549.16,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:18.179042+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,6,595.03,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:19.776633+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,7,576.97,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:21.358592+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,8,431.38,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:22.792126+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,9,479.76,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:24.273840+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,10,439.24,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:25.716232+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,11,431.72,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:27.152909+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,12,551.5,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:28.705069+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,13,458.33,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:30.164947+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,14,926.19,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:32.095609+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,15,651.05,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:33.749601+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,16,381.74,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:35.135400+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,17,894.01,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:37.034070+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,18,440.13,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:38.478987+00:00
A5_mcp,is_prime,Numerical and Mathematical,Easy,run,19,820.95,True,,,0,mcp,406,mcp_error,2026-07-25T10:37:40.303906+00:00
