condition,task_id,category,difficulty,workflow,trial_index,latency_ms,correct,confidence,coverage_pct,repair_iterations,cache_status,http_status,error_type,timestamp
A1_no_cache,count_lines,File and IO Utilities,Easy,run,3,784.62,True,,,0,,200,,2026-07-25T10:07:54.545270+00:00
A1_no_cache,flatten_dict,File and IO Utilities,Medium,run,0,478.69,True,,,0,,200,,2026-07-25T10:07:58.026374+00:00
A1_no_cache,flatten_dict,File and IO Utilities,Medium,run,1,505.3,True,,,0,,200,,2026-07-25T10:08:01.533205+00:00
A1_no_cache,flatten_dict,File and IO Utilities,Medium,run,2,2708.45,True,,,0,,200,,2026-07-25T10:08:07.246694+00:00
A1_no_cache,flatten_dict,File and IO Utilities,Medium,run,3,480.35,True,,,0,,200,,2026-07-25T10:08:10.728662+00:00
A1_no_cache,merge_dicts,File and IO Utilities,Easy,run,0,3849.17,True,,,0,,200,,2026-07-25T10:08:17.582302+00:00
A1_no_cache,merge_dicts,File and IO Utilities,Easy,run,1,440.84,True,,,0,,200,,2026-07-25T10:08:21.027425+00:00
A1_no_cache,merge_dicts,File and IO Utilities,Easy,run,2,3689.03,True,,,0,,200,,2026-07-25T10:08:27.722988+00:00
A1_no_cache,merge_dicts,File and IO Utilities,Easy,run,3,379.17,True,,,0,,200,,2026-07-25T10:08:31.106484+00:00
A1_no_cache,hex_to_rgb,Encoding and Hashing,Easy,run,0,1598.27,True,,,0,,200,,2026-07-25T10:08:35.710196+00:00
A1_no_cache,hex_to_rgb,Encoding and Hashing,Easy,run,1,582.95,True,,,0,,200,,2026-07-25T10:08:39.295076+00:00
A1_no_cache,hex_to_rgb,Encoding and Hashing,Easy,run,2,2116.19,True,,,0,,200,,2026-07-25T10:08:44.415584+00:00
A1_no_cache,hex_to_rgb,Encoding and Hashing,Easy,run,3,751.41,True,,,0,,200,,2026-07-25T10:08:48.173145+00:00
A1_no_cache,md5_hex,Encoding and Hashing,Easy,run,0,3456.58,True,,,0,,200,,2026-07-25T10:08:54.638122+00:00
A1_no_cache,md5_hex,Encoding and Hashing,Easy,run,1,810.86,True,,,0,,200,,2026-07-25T10:08:58.455710+00:00
A1_no_cache,md5_hex,Encoding and Hashing,Easy,run,2,1477.41,True,,,0,,200,,2026-07-25T10:09:02.938850+00:00
A1_no_cache,md5_hex,Encoding and Hashing,Easy,run,3,1825.63,True,,,0,,200,,2026-07-25T10:09:07.768740+00:00
A1_no_cache,encode_base64,Encoding and Hashing,Medium,run,0,444.97,True,,,0,,200,,2026-07-25T10:09:11.220785+00:00
A1_no_cache,encode_base64,Encoding and Hashing,Medium,run,1,606.65,True,,,0,,200,,2026-07-25T10:09:14.833794+00:00
A1_no_cache,encode_base64,Encoding and Hashing,Medium,run,2,597.41,True,,,0,,200,,2026-07-25T10:09:18.437503+00:00
A1_no_cache,encode_base64,Encoding and Hashing,Medium,run,3,1970.58,True,,,0,,200,,2026-07-25T10:09:23.411502+00:00
A1_no_cache,compute_gst,India Specific Utilities,Easy,run,0,1728.81,False,,,0,,200,edge_case_miss,2026-07-25T10:09:28.146126+00:00
A1_no_cache,compute_gst,India Specific Utilities,Easy,run,1,494.59,False,,,0,,200,edge_case_miss,2026-07-25T10:09:31.647378+00:00
A1_no_cache,compute_gst,India Specific Utilities,Easy,run,2,1688.7,False,,,0,,200,edge_case_miss,2026-07-25T10:09:36.340189+00:00
A1_no_cache,compute_gst,India Specific Utilities,Easy,run,3,780.45,False,,,0,,200,edge_case_miss,2026-07-25T10:09:40.127268+00:00
A1_no_cache,validate_pan,India Specific Utilities,Medium,run,0,382.76,True,,,0,,200,,2026-07-25T10:09:43.516804+00:00
A1_no_cache,validate_pan,India Specific Utilities,Medium,run,1,1489.04,True,,,0,,200,,2026-07-25T10:09:48.012413+00:00
A1_no_cache,validate_pan,India Specific Utilities,Medium,run,2,1621.77,True,,,0,,200,,2026-07-25T10:09:52.640788+00:00
A1_no_cache,validate_pan,India Specific Utilities,Medium,run,3,491.09,True,,,0,,200,,2026-07-25T10:09:56.137536+00:00
A1_no_cache,format_indian_number,India Specific Utilities,Medium,run,0,852.09,False,,,0,,200,edge_case_miss,2026-07-25T10:09:59.993603+00:00
A1_no_cache,format_indian_number,India Specific Utilities,Medium,run,1,1703.77,False,,,0,,200,edge_case_miss,2026-07-25T10:10:04.703952+00:00
A1_no_cache,format_indian_number,India Specific Utilities,Medium,run,2,845.3,False,,,0,,200,edge_case_miss,2026-07-25T10:10:08.555812+00:00
A1_no_cache,format_indian_number,India Specific Utilities,Medium,run,3,1760.1,False,,,0,,200,edge_case_miss,2026-07-25T10:10:13.321981+00:00
A1_no_cache,safe_divide,Adversarial and Edge Case,Hard,run,0,1397.47,True,,,0,,200,,2026-07-25T10:10:17.726158+00:00
A1_no_cache,safe_divide,Adversarial and Edge Case,Hard,run,1,2508.19,True,,,0,,200,,2026-07-25T10:10:23.240910+00:00
A1_no_cache,safe_divide,Adversarial and Edge Case,Hard,run,2,780.26,True,,,0,,200,,2026-07-25T10:10:27.027186+00:00
A1_no_cache,safe_divide,Adversarial and Edge Case,Hard,run,3,2501.18,True,,,0,,200,,2026-07-25T10:10:32.534035+00:00
A1_no_cache,merge_intervals,Adversarial and Edge Case,Hard,run,0,7566.94,True,,,0,,200,,2026-07-25T10:10:43.103860+00:00
A1_no_cache,merge_intervals,Adversarial and Edge Case,Hard,run,1,1018.82,True,,,0,,200,,2026-07-25T10:10:47.126750+00:00
A1_no_cache,merge_intervals,Adversarial and Edge Case,Hard,run,2,447.84,True,,,0,,200,,2026-07-25T10:10:50.578778+00:00
A1_no_cache,merge_intervals,Adversarial and Edge Case,Hard,run,3,2834.86,True,,,0,,200,,2026-07-25T10:10:56.416372+00:00
